1,635525311367117065,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311369087459,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311370977837,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311372958233,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311375018645,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311376899021,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311378779397,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311380719785,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311382650171,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311384620565,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311386550951,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311388481337,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311390441729,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311392432127,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311394322505,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311396342909,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311398163273,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311399953631,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311401814003,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311403984437,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311405924825,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311407975235,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311409785597,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311411745989,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311413906421,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311415866813,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311417677175,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311419507541,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311421287897,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311423178275,0,0,0,0,0,0,0,0,0,427,259,-59,1013,574,-105
1,635525311425118663,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311426949029,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311428759391,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311430659771,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311432780195,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311434690577,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311436550949,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311438481335,0,0,0,0,0,0,0,0,0,427,259,-59,1013,574,-105
1,635525311440381715,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311442852209,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311444772593,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311446682975,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311448543347,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311450473733,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311452334105,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311454444527,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311456404919,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311458355309,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311460255689,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311462166071,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311464346507,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311466506939,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311468347307,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311470287695,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311472168071,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311474028443,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311475938825,0,0,0,0,0,0,0,0,0,427,259,-60,1013,574,-105
1,635525311477739185,0,0,0,0,0,0,0,0,0,427,259,-59,1013,574,-105
